symbol,datetime,close,high,low,open,volume,change_in_price,down_days,up_days,RSI,low_14,high_14,k_percent,r_percent,MACD,MACD_EMA,Price_Rate_Of_Change,On Balance Volume,Prediction
BSESN,8/21/2003,4095.389893,4106.709961,4073.060059,4075.169922,27000,38.789795,0,38.789795,88.00996624,3722.080078,4106.709961,97.05689326,-2.943106737,69.96817782,48.76075507,0.07580055,251000,1
BSESN,8/22/2003,4125.120117,4149.540039,4084.189941,4146.560059,28000,29.730224,0,29.730224,89.39569858,3722.080078,4149.540039,94.28720249,-5.712797508,77.38418347,54.494313,0.062145989,279000,1
BSESN,8/25/2003,4004.629883,4170.580078,3943.659912,4149.819824,34200,-120.490234,120.490234,0,58.03196312,3722.080078,4170.580078,62.99884169,-37.00115831,73.52421976,58.30501177,0.028566211,244800,-1
BSESN,8/26/2003,4152.290039,4160.02002,4021.909912,4021.909912,28800,147.660156,0,147.660156,71.94840267,3722.080078,4170.580078,95.9219534,-4.0780466,80.45707213,62.73981586,0.067588692,273600,1
BSESN,8/27/2003,4205.560059,4222.390137,4173.359863,4173.359863,25600,53.27002,0,53.27002,75.3507637,3733.629883,4222.390137,96.55657802,-3.443421977,88.86450125,67.96889584,0.071188233,299200,1
BSESN,8/28/2003,4212.290039,4256.069824,4179.330078,4256.069824,28600,6.72998,0,6.72998,75.77900989,3823.389893,4256.069824,89.88171582,-10.11828418,94.9076548,73.36006469,0.074234951,327800,1
BSESN,8/29/2003,4244.72998,4277.640137,4228.850098,4235.259766,35200,32.439941,0,32.439941,77.9132176,3842.139893,4277.640137,92.44313695,-7.556863045,100.9529747,78.88144638,0.067123712,363000,1
BSESN,9/1/2003,4324.759766,4329.569824,4248.069824,4248.069824,24800,80.029786,0,80.029786,82.34217503,3874.340088,4329.569824,98.9433779,-1.056622101,110.5069677,85.20911745,0.079325431,387800,1
BSESN,9/2/2003,4339.200195,4358.299805,4291.959961,4341.72998,31200,14.440429,0,14.440429,83.04982671,3874.340088,4358.299805,96.05347112,-3.94652888,117.7938448,91.72817847,0.069664273,419000,1
BSESN,9/3/2003,4257.939941,4367.870117,4248.859863,4361.870117,28800,-81.260254,81.260254,0,65.90144133,3908.699951,4367.870117,76.0589463,-23.9410537,116.0021067,96.58422483,0.039690982,390200,-1
BSESN,9/4/2003,4310.509766,4328.370117,4257.410156,4276.399902,33000,52.569825,0,52.569825,70.45521644,3928.169922,4367.870117,86.95466783,-13.04533217,117.2535181,100.7189422,0.044941637,423200,1
BSESN,9/5/2003,4369.169922,4371.97998,4314.680176,4314.680176,30800,58.660156,0,58.660156,74.78996232,3943.659912,4371.97998,99.34393501,-0.656064987,121.3515826,104.8461561,0.091029646,454000,1
BSESN,9/8/2003,4434.25,4444.620117,4399.609863,4399.609863,25200,65.080078,0,65.080078,78.77616554,3943.659912,4444.620117,97.92995194,-2.070048059,128.1377198,109.5050881,0.067904688,479200,1
BSESN,9/9/2003,4425.200195,4473.569824,4398.089844,4458.640137,30400,-9.049805,9.049805,0,76.8270431,3943.659912,4473.569824,90.87210337,-9.12789663,131.2863053,113.8617948,0.052226132,448800,-1
BSESN,9/10/2003,4434.259766,4438.22998,4378.649902,4410.120117,26600,9.059571,0,9.059571,77.47092175,3943.659912,4473.569824,92.58174699,-7.418253011,132.9422936,117.6782192,0.052695737,475400,1
BSESN,9/11/2003,4393.129883,4463.379883,4381.089844,4423.709961,25800,-41.129883,41.129883,0,67.62754825,3943.659912,4473.569824,84.8200724,-15.1799276,129.5449846,120.0517339,0.034960976,449600,-1
BSESN,9/12/2003,4305.910156,4437,4297.709961,4407.720215,26600,-87.219727,87.219727,0,51.58893094,4021.909912,4473.569824,62.87922316,-37.12077684,118.6608777,119.7735475,-0.004358533,423000,-1
BSESN,9/15/2003,4193.830078,4310.169922,4184.109863,4310.169922,33800,-112.080078,112.080078,0,38.16750494,4173.359863,4473.569824,6.818632843,-93.18136716,100.0977055,115.8382077,-0.033501593,389200,-1
BSESN,9/16/2003,4274.75,4290.069824,4134.689941,4195.100098,40400,80.919922,0,80.919922,49.18137567,4134.689941,4473.569824,41.33029608,-58.66970392,90.69722449,110.8098358,0.003947932,429600,1
BSESN,9/17/2003,4235.350098,4330.850098,4222.600098,4299.370117,32200,-39.399902,39.399902,0,44.70743192,4134.689941,4473.569824,29.70378652,-70.29621348,79.23286452,104.4942655,-0.017436376,397400,-1
BSESN,9/18/2003,4134.149902,4251.540039,4126.220215,4243.009766,33600,-101.200196,101.200196,0,35.21372303,4126.220215,4473.569824,2.282912315,-97.71708768,61.46122266,95.887465,-0.053790542,363800,-1
BSESN,9/19/2003,4217.120117,4224.72998,4097.549805,4159.720215,35400,82.970215,0,82.970215,46.05117001,4097.549805,4473.569824,31.79892185,-68.20107815,53.31722794,87.37326569,-0.048966541,399200,1
BSESN,9/22/2003,4151.720215,4237.419922,4141.799805,4230.910156,24600,-65.399902,65.399902,0,39.9700759,4097.549805,4473.569824,14.40625692,-85.59374308,41.21524678,78.14153015,-0.061800589,374600,-1
BSESN,9/23/2003,4231.689941,4240.02002,4111.540039,4138.009766,25200,79.969726,0,79.969726,49.39780013,4097.549805,4473.569824,35.67366875,-64.32633125,37.52790901,70.01871317,-0.045682895,399800,1
BSESN,9/24/2003,4356.390137,4366.830078,4229.870117,4249.930176,30400,124.700196,0,124.700196,60.54629631,4097.549805,4473.569824,68.83684882,-31.16315118,43.98975658,64.8128743,-0.008363,430200,1
BSESN,9/25/2003,4297.149902,4360.720215,4285.009766,4347.22998,31000,-59.240235,59.240235,0,54.02224909,4097.549805,4473.569824,53.08230597,-46.91769403,43.89715683,60.62970024,-0.002034472,399200,-1
BSESN,9/26/2003,4382.569824,4388.830078,4299.660156,4299.660156,24800,85.419922,0,85.419922,61.01185092,4097.549805,4473.569824,75.79916084,-24.20083916,50.03817183,58.51138217,0.045004147,424000,1
BSESN,9/29/2003,4402.049805,4426.299805,4385.540039,4392.870117,31600,19.479981,0,19.479981,62.51146812,4097.549805,4463.379883,83.23536481,-16.76463519,55.81006441,57.9711161,0.029779474,455600,1
BSESN,9/30/2003,4453.240234,4456.410156,4413.720215,4428.160156,30400,51.190429,0,51.190429,66.42696227,4097.549805,4463.379883,97.2283173,-2.771682705,63.72667158,59.1222315,0.051445602,486000,1
BSESN,10/1/2003,4455.080078,4487.049805,4432.930176,4452.069824,26400,1.839844,0,1.839844,66.57175337,4097.549805,4487.049805,91.79211117,-8.207888832,69.3455701,61.16690534,0.077629061,512400,1
BSESN,10/3/2003,4552.919922,4556.890137,4465.439941,4465.439941,33000,97.839844,0,97.839844,73.56671122,4097.549805,4556.890137,99.13567028,-0.864329719,80.6768914,65.06891189,0.079627754,545400,1
BSESN,10/6/2003,4631.390137,4637.27002,4552.390137,4567.680176,26400,78.470215,0,78.470215,77.85500135,4097.549805,4637.27002,98.91056832,-1.089431679,94.83027177,71.02119527,0.115535223,571800,1
BSESN,10/7/2003,4632.939941,4688.330078,4601.160156,4644.859863,33400,1.549804,0,1.549804,77.93657048,4097.549805,4688.330078,90.6242406,-9.375759404,104.9578572,77.80853805,0.094820274,605200,1
BSESN,10/8/2003,4634.859863,4667.490234,4586.959961,4646.629883,28800,1.919922,0,1.919922,78.05212776,4097.549805,4688.330078,90.94922132,-9.050778681,111.8457366,84.6159861,0.063922128,634000,1
BSESN,10/9/2003,4698.680176,4710.279785,4643.319824,4643.319824,25400,63.820313,0,63.820313,81.72358548,4097.549805,4710.279785,98.1068971,-1.893102897,121.01644,91.89608403,0.093441067,659400,1
BSESN,10/10/2003,4768.899902,4780.77002,4730.310059,4735.089844,33200,70.219726,0,70.219726,84.92505853,4111.540039,4780.77002,98.22630212,-1.773697882,132.3807752,99.99302862,0.088151494,692600,1
BSESN,10/13/2003,4849.27002,4859.930176,4786.689941,4787.75,29600,80.370118,0,80.370118,87.75724261,4111.540039,4859.930176,98.57558839,-1.42441161,146.1414137,109.2227114,0.101593629,722200,1
BSESN,10/14/2003,4782.029785,4900.919922,4765.350098,4866.120117,37600,-67.240235,67.240235,0,74.28474796,4229.870117,4900.919922,82.28296378,-17.71703622,149.9241198,117.3629972,0.073831532,684600,-1
BSESN,10/15/2003,4855.259766,4867.910156,4738.720215,4790.540039,31800,73.229981,0,73.229981,78.4434027,4285.009766,4900.919922,92.58655576,-7.413444243,156.9853381,125.2874685,0.089825476,716400,1
BSESN,10/16/2003,4887.319824,4921.649902,4865.259766,4887.040039,39200,32.060058,0,32.060058,80.07142938,4299.660156,4921.649902,94.48060387,-5.519396135,163.2704801,132.8840733,0.07344735,755600,1
BSESN,10/17/2003,4930.529785,4949.22998,4901.589844,4912.27002,35400,43.209961,0,43.209961,82.16601097,4385.540039,4949.22998,96.68253881,-3.317461186,169.762144,140.2596893,0.064589603,791000,1
BSESN,10/20/2003,4851.669922,4951.109863,4838.700195,4951.109863,31000,-78.859863,78.859863,0,67.27582238,4413.720215,4951.109863,81.49574683,-18.50425317,166.6499153,145.5377356,0.047211918,760000,-1
BSESN,10/21/2003,4755.720215,4880.660156,4727.430176,4868,39400,-95.949707,95.949707,0,53.63121177,4432.930176,4951.109863,62.29307074,-37.70692926,154.6896859,147.368126,0.026076377,720600,-1
BSESN,10/22/2003,4741.200195,4801.700195,4705.410156,4772.839844,34000,-14.52002,14.52002,0,51.7968828,4465.439941,4951.109863,56.779356,-43.220644,142.4019357,146.3748878,0.009049354,686600,-1
BSESN,10/23/2003,4648.410156,4755.939941,4634.899902,4744.47998,31000,-92.790039,92.790039,0,41.36476994,4552.390137,4951.109863,24.08208391,-75.91791609,123.7764069,141.8551911,-0.025265732,655600,-1
BSESN,10/24/2003,4757.370117,4772.069824,4599.609863,4654.27002,38400,108.959961,0,108.959961,53.93522718,4586.959961,4951.109863,46.79670517,-53.20329483,116.4357215,136.7712968,-0.018951286,694000,1
BSESN,10/27/2003,4698.279785,4814.319824,4689.089844,4802.069824,31400,-59.090332,59.090332,0,47.55564915,4586.959961,4951.109863,30.56978002,-69.43021998,104.6581097,130.3486589,-0.017513484,662600,-1
BSESN,10/28/2003,4707.799805,4748.189941,4666.189941,4710.220215,34600,9.52002,0,9.52002,48.68399343,4599.609863,4951.109863,30.77949986,-69.22050014,94.99498411,123.2779236,-0.030371178,697200,1
BSESN,10/29/2003,4744.100098,4747.589844,4684.419922,4732.790039,34200,36.300293,0,36.300293,53.12147938,4599.609863,4951.109863,41.10675249,-58.89324751,89.22938972,116.4682165,-0.029304349,731400,1
BSESN,10/30/2003,4780.52002,4805.720215,4735.77002,4751.830078,42200,36.419922,0,36.419922,57.38727669,4599.609863,4951.109863,51.46803898,-48.53196102,86.59315551,110.4932041,-0.030424675,773600,1
BSESN,10/31/2003,4906.870117,4913.180176,4779.089844,4787.049805,32200,126.350097,0,126.350097,68.76494116,4599.609863,4951.109863,87.41401252,-12.58598748,93.59667441,107.1138981,0.011377566,805800,1
BSESN,11/3/2003,5063.029785,5068.660156,4946.930176,4946.930176,40800,156.159668,0,156.159668,77.37841109,4599.609863,5068.660156,98.79962318,-1.200376822,110.4473073,107.7805799,0.064618934,846600,1
BSESN,11/4/2003,5097.839844,5135,5055.569824,5096.160156,44200,34.810059,0,34.810059,78.87665427,4599.609863,5135,93.05923785,-6.940762153,125.1613718,111.2567384,0.075221386,890800,1
BSESN,11/5/2003,5064.910156,5127.790039,5021.970215,5116.859863,36400,-32.929688,32.929688,0,73.55893508,4599.609863,5135,86.90864117,-13.09135883,132.6403654,115.5334638,0.089600527,854400,-1
BSESN,11/6/2003,5047.540039,5118.080078,5030.040039,5080.049805,34000,-17.370117,17.370117,0,70.65951843,4599.609863,5135,83.66425622,-16.33574378,135.6045498,119.5476811,0.060993766,820400,-1
BSESN,11/7/2003,4971.569824,5092.700195,4965.5,5071.200195,25200,-75.970215,75.970215,0,58.93630623,4599.609863,5135,69.47456356,-30.52543644,130.3302948,121.7042038,0.058168107,795200,-1
BSESN,11/10/2003,4998.569824,5017.899902,4909.660156,4962.220215,34200,27,0,27,61.55217552,4599.609863,5135,74.51761499,-25.48238501,126.8632584,122.7360148,0.061763463,829400,1
BSESN,11/11/2003,5030.640137,5039.200195,4988.879883,4998.790039,29000,32.070313,0,32.070313,64.63937897,4599.609863,5135,80.50769788,-19.49230212,125.2558063,123.2399731,0.06039924,858400,1
BSESN,11/12/2003,5005.77002,5059.97998,4998.259766,5040.549805,27200,-24.870117,24.870117,0,60.30646665,4599.609863,5135,75.86246532,-24.13753468,120.5872434,122.7094271,0.047118305,831200,-1
BSESN,11/13/2003,4949.160156,5053.060059,4941.490234,5051.709961,33400,-56.609864,56.609864,0,51.27867176,4666.189941,5135,60.35924562,-39.64075438,111.0444227,120.3764262,0.008618536,797800,-1
BSESN,11/14/2003,4865.830078,4961.370117,4854.160156,4948.77002,32600,-83.330078,83.330078,0,40.88365684,4666.189941,5135,42.58443973,-57.41556027,95.66193147,115.4335273,-0.038948953,765200,-1
BSESN,11/17/2003,4940.22998,4959.959961,4882.970215,4907.02002,23400,74.399902,0,74.399902,51.09650217,4684.419922,5135,56.77349499,-43.22650501,88.44913002,110.0366478,-0.03091699,788600,1
BSESN,11/18/2003,4891.129883,4981.47998,4875.459961,4956.419922,26800,-49.100097,49.100097,0,45.15612823,4735.77002,5135,38.91487884,-61.08512116,77.87677968,103.6046742,-0.034310633,761800,-1
BSESN,11/19/2003,4823.72998,4868.430176,4800.669922,4868.430176,31400,-67.399903,67.399903,0,38.13412224,4779.089844,5135,12.54252941,-87.45747059,63.33399243,95.55053781,-0.044340423,730400,-1
BSESN,11/20/2003,4771.22998,4878.810059,4763.529785,4840.799805,28800,-52.5,52.5,0,33.45793805,4763.529785,5135,2.072897015,-97.92710298,47.03357981,85.8471462,-0.0402971,701600,-1
BSESN,11/21/2003,4838.540039,4851.669922,4736.700195,4770.75,29600,67.310059,0,67.310059,43.6754302,4736.700195,5135,25.56864019,-74.43135981,39.09224157,76.49616527,-0.032015114,731200,1
BSESN,11/24/2003,4822.149902,4858.430176,4803.799805,4852.120117,20600,-16.390137,16.390137,0,41.8691197,4736.700195,5127.790039,21.84912452,-78.15087548,31.11830648,67.4205935,-0.041444077,710600,-1
BSESN,11/25/2003,4894.589844,4900.209961,4843.459961,4845.100098,22200,72.439942,0,72.439942,51.99408194,4736.700195,5118.080078,41.39957455,-58.60042545,30.29141146,59.99475709,-0.022210404,732800,1
BSESN,11/27/2003,4989.040039,5000.410156,4907.379883,4907.379883,38800,94.450195,0,94.450195,61.96149806,4736.700195,5092.700195,70.88197865,-29.11802135,36.82849096,55.36150386,0.008057909,771600,1
BSESN,11/28/2003,5044.819824,5050.560059,4991.240234,4995.149902,30800,55.779785,0,55.779785,66.67629483,4736.700195,5059.97998,95.31051532,-4.689484683,45.97766743,53.48473657,0.036785038,802400,1
BSESN,12/1/2003,5160.850098,5166.560059,5082.819824,5086.859863,51200,116.030274,0,116.030274,74.31692231,4736.700195,5166.560059,98.67166919,-1.328330807,61.87319348,55.16242796,0.044657864,853600,1
BSESN,12/2/2003,5186.080078,5204.569824,5123.799805,5187.72998,33400,25.22998,0,25.22998,75.71401421,4736.700195,5204.569824,96.04809869,-3.951901311,75.63344938,59.25663224,0.06030308,887000,1
BSESN,12/3/2003,5221.899902,5246.740234,5178.220215,5194.160156,25400,35.819824,0,35.819824,77.70109656,4736.700195,5246.740234,95.12972902,-4.870270979,88.40845381,65.08699656,0.082543991,912400,1
BSESN,12/4/2003,5225.899902,5252.209961,5174.859863,5229.180176,32200,4,0,4,77.93373072,4736.700195,5252.209961,94.89630251,-5.103697492,97.7287051,71.61533827,0.09529407,944600,1
BSESN,12/5/2003,5131.720215,5263.109863,5125.069824,5245.75,31400,-94.179687,94.179687,0,60.72333801,4736.700195,5263.109863,75.0404189,-24.9595811,96.40688867,76.57364835,0.060592694,913200,-1
BSESN,12/8/2003,5131.540039,5163.009766,5089.569824,5144.950195,29400,-0.180176,0.180176,0,60.69375129,4736.700195,5263.109863,75.00619157,-24.99380843,94.25819992,80.11055866,0.064160207,883800,-1
BSESN,12/9/2003,5229.339844,5232.490234,5143.189941,5143.189941,21600,97.799805,0,97.799805,69.8840039,4736.700195,5263.109863,93.58484066,-6.415159343,99.29981217,83.94840937,0.068391839,905400,1
BSESN,12/10/2003,5285.540039,5300.790039,5220.600098,5234.720215,29000,56.200195,0,56.200195,73.92620437,4736.700195,5300.790039,97.29652995,-2.703470052,106.600022,88.4787319,0.059430271,934400,1
BSESN,12/11/2003,5299.959961,5317.410156,5253.810059,5306.620117,25600,14.419922,0,14.419922,74.92269777,4736.700195,5317.410156,96.99502399,-3.004976007,112.2546732,93.23392017,0.050574678,960000,1
BSESN,12/12/2003,5315.810059,5343.910156,5283.75,5321.490234,26400,15.850098,0,15.850098,76.08203897,4803.799805,5343.910156,94.79734152,-5.202658484,116.6697183,97.92107979,0.030026053,986400,1
BSESN,12/15/2003,5390.879883,5399.080078,5351.029785,5366.930176,24400,75.069824,0,75.069824,80.90604377,4843.459961,5399.080078,98.52413641,-1.475863589,124.7862801,103.2941199,0.03949029,1010800,1
BSESN,12/16/2003,5437.049805,5445,5351.209961,5374.149902,30800,46.169922,0,46.169922,83.29674998,4907.379883,5445,98.52122442,-1.478775579,133.4055703,109.31641,0.041201461,1041600,1
BSESN,12/17/2003,5418.22998,5457.879883,5401.089844,5437.259766,23600,-18.819825,18.819825,0,78.66428411,4991.240234,5457.879883,91.50310029,-8.496899714,137.1372155,114.8805711,0.036803246,1018000,-1
BSESN,12/18/2003,5455,5466.299805,5407.459961,5432.459961,30800,36.77002,0,36.77002,81.04123597,5082.819824,5466.299805,97.05335205,-2.94664795,141.4306886,120.1905946,0.062996378,1048800,1
BSESN,12/19/2003,5541.350098,5555.680176,5486.629883,5486.629883,33000,86.350098,0,86.350098,85.43736168,5089.569824,5555.680176,96.925604,-3.074395996,150.0698959,126.1664548,0.079861027,1081800,1
BSESN,12/22/2003,5577.959961,5590.450195,5543.97998,5547.680176,29200,36.609863,0,36.609863,86.92096857,5089.569824,5590.450195,97.50634389,-2.493656115,158.048242,132.5428123,0.066666181,1111000,1
BSESN,12/23/2003,5564.330078,5616.25,5550.52002,5590.009766,29000,-13.629883,13.629883,0,83.27642794,5089.569824,5616.25,90.14203982,-9.857960175,161.4107816,138.3164061,0.0527458,1082000,-1
BSESN,12/24/2003,5641.919922,5648.240234,5560.22998,5566.049805,30800,77.589844,0,77.589844,86.88768413,5089.569824,5648.240234,98.86868682,-1.131313183,168.3944459,144.3320141,0.064521235,1112800,1
BSESN,12/26/2003,5699.240234,5705.299805,5650.740234,5650.740234,24400,57.320312,0,57.320312,88.92605495,5089.569824,5705.299805,99.01587202,-0.984127976,176.5189025,150.7693918,0.07213015,1137200,1
BSESN,12/29/2003,5797.330078,5814.259766,5725.439941,5725.439941,18800,98.089844,0,98.089844,91.52687731,5143.189941,5814.259766,97.47720917,-2.522790829,188.6964973,158.3548129,0.075395892,1156000,1
BSESN,12/30/2003,5791.850098,5920.759766,5762.600098,5852.700195,34200,-5.47998,5.47998,0,90.1618728,5220.600098,5920.759766,81.58853275,-18.41146725,195.6498071,165.8138117,0.065256031,1121800,-1
BSESN,12/31/2003,5838.959961,5876.549805,5801.52002,5812.379883,28200,47.109863,0,47.109863,91.42970553,5253.810059,5920.759766,87.73523638,-12.26476362,202.6255712,173.1761636,0.077650816,1150000,1
BSESN,1/2/2004,6026.589844,6034.379883,5944.22998,5944.22998,31400,187.629883,0,187.629883,94.61741391,5283.75,6034.379883,98.96219972,-1.037800276,220.7480199,182.6905349,0.10478274,1181400,1
BSESN,1/5/2004,6039,6078.109863,5964.649902,6050.47998,33600,12.410156,0,12.410156,94.7659872,5351.029785,6078.109863,94.62096897,-5.379031029,233.4207237,192.8365726,0.089806616,1215000,1
BSESN,1/6/2004,5943.640137,6121.200195,5916.330078,6068.680176,37600,-95.359863,95.359863,0,76.13380941,5351.209961,6121.200195,76.93995973,-23.06004027,233.0829073,200.8858396,0.06555805,1177400,-1
BSESN,1/7/2004,5957.02002,5985.299805,5870.549805,5970.350098,36200,13.379883,0,13.379883,76.8700511,5401.089844,6121.200195,77.20069226,-22.79930774,231.2292544,206.9545225,0.070572726,1213600,1
BSESN,1/8/2004,6108.540039,6118.620117,5992.100098,5992.100098,31600,151.520019,0,151.520019,83.51500234,5407.459961,6121.200195,98.22622358,-1.773776424,239.2281061,213.4092393,0.082705909,1245200,1
BSESN,1/9/2004,6119.589844,6249.600098,6096.680176,6241.589844,45200,11.049805,0,11.049805,83.90410549,5486.629883,6249.600098,82.95998304,-17.04001696,243.6501456,219.4574205,0.073755377,1290400,1
BSESN,1/12/2004,6067.759766,6152.220215,6037.299805,6152.220215,31600,-51.830078,51.830078,0,74.39975356,5543.97998,6249.600098,74.22971265,-25.77028735,240.2036811,223.6066726,0.046647281,1258800,-1
BSESN,1/13/2004,6132.970215,6147.740234,6011.569824,6084.649902,33200,65.210449,0,65.210449,78.01507932,5550.52002,6249.600098,83.31666333,-16.68333667,239.9677722,226.8788926,0.058896572,1292000,1
BSESN,1/14/2004,6194.109863,6215.02002,6162.180176,6162.180176,35600,61.139648,0,61.139648,80.92872459,5560.22998,6249.600098,91.95058887,-8.049411129,241.9252444,229.8881629,0.060824171,1327600,1
BSESN,1/15/2004,6063.910156,6248.810059,6045.299805,6219.810059,38000,-130.199707,130.199707,0,61.04848395,5650.740234,6249.600098,68.99275554,-31.00724446,230.3160415,229.9737387,0.006192609,1289600,-1
BSESN,1/16/2004,5946.189941,6072.029785,5914.02002,6068.660156,47800,-117.720215,117.720215,0,48.5948035,5725.439941,6249.600098,42.11499044,-57.88500956,209.2054226,225.8200754,-0.015368448,1241800,-1
BSESN,1/19/2004,6064.100098,6076.970215,5870.990234,5967.390137,36200,117.910157,0,117.910157,58.40197233,5762.600098,6249.600098,61.90965092,-38.09034908,199.6872228,220.5935049,0.020267035,1278000,1
BSESN,1/20/2004,5922.109863,6130.089844,5899.709961,6099.939941,41000,-141.990235,141.990235,0,46.16431717,5801.52002,6249.600098,26.91256517,-73.08743483,178.6278471,212.2003734,-0.005860339,1237000,-1
BSESN,1/21/2004,5758.189941,5962.359863,5728.319824,5927.419922,43200,-163.919922,163.919922,0,36.09066866,5728.319824,6249.600098,5.730145277,-94.26985472,147.0168898,199.1636766,-0.057354146,1193800,-1
BSESN,1/22/2004,5593.740234,5852.959961,5567.680176,5793.830078,51000,-164.449707,164.449707,0,28.81265418,5567.680176,6249.600098,3.821571589,-96.17842841,107.4569749,180.8223363,-0.085928898,1142800,-1
BSESN,1/23/2004,5816.640137,5832.740234,5596.569824,5646.330078,37600,222.899903,0,222.899903,45.88102985,5567.680176,6249.600098,36.50867983,-63.49132017,93.01884578,163.2616382,-0.041385888,1180400,1
BSESN,1/27/2004,5993.060059,6005.540039,5791.740234,5854.350098,45200,176.419922,0,176.419922,55.60252964,5567.680176,6249.600098,62.37974127,-37.62025873,94.71988878,149.5532883,-0.022812789,1225600,1
BSESN,1/28/2004,5876.049805,6030.549805,5815.200195,5980.879883,47800,-117.010254,117.010254,0,48.88263371,5567.680176,6249.600098,45.22079779,-54.77920221,85.63925827,136.7704823,-0.051348792,1177800,-1
BSESN,1/29/2004,5802.75,5921.720215,5774.310059,5865.209961,45000,-73.299805,73.299805,0,44.95548382,5567.680176,6249.600098,34.47176368,-65.52823632,71.70171134,123.7567281,-0.043067946,1132800,-1
BSESN,1/30/2004,5695.669922,5854.290039,5685.640137,5841.209961,38800,-107.080078,107.080078,0,39.59377139,5567.680176,6248.810059,18.79079882,-81.20920118,51.42304624,109.2899917,-0.042131183,1094000,-1
BSESN,2/3/2004,5620.97998,5715.459961,5550.169922,5715.459961,39600,-74.689942,74.689942,0,36.12606112,5550.169922,6248.810059,10.13541225,-89.86458775,28.99113153,93.2302197,-0.073072692,1054400,-1
BSESN,2/4/2004,5756.759766,5769.790039,5574.680176,5633.149902,41800,135.779786,0,135.779786,46.03927765,5550.169922,6248.810059,29.5702799,-70.4297201,21.91713051,78.96760186,-0.027920809,1096200,1
BSESN,2/5/2004,5720.629883,5820.450195,5648.140137,5756.299805,44600,-36.129883,36.129883,0,43.94525108,5550.169922,6248.810059,24.39882165,-75.60117835,13.24294678,65.82267084,-0.006522893,1051600,-1
BSESN,2/6/2004,5786.350098,5800.939941,5683.609863,5710.129883,37800,65.720215,0,65.720215,48.83007376,5550.169922,6130.089844,40.7263429,-59.2736571,11.53857547,54.96585177,0.034433108,1089400,1
BSESN,2/9/2004,5926.220215,5935.680176,5807.72998,5810.209961,30400,139.870117,0,139.870117,57.85008304,5550.169922,6130.089844,64.8452103,-35.1547897,21.2293188,48.21854517,0.018839068,1119800,1
